subj_idx,ss_presented,inhibited,ssd,rt
1,1,1,48,-999
1,0,-999,-999,384
1,0,-999,-999,-999
1,1,1,48,-999
1,1,1,152,-999
1,1,0,100,-999
1,1,0,200,252
1,1,1,100,-999
1,1,0,152,264
1,1,0,200,260
1,0,-999,-999,208
1,0,-999,-999,-999
1,0,-999,-999,296
1,1,1,52,-999
1,0,-999,-999,-999
1,0,-999,-999,172
1,0,-999,-999,220
1,1,1,200,-999
1,1,1,152,-999
1,1,0,200,204
1,0,-999,-999,280
1,1,1,52,-999
1,0,-999,-999,252
1,0,-999,-999,-999
1,0,-999,-999,252
1,1,1,100,-999
1,1,1,100,-999
1,1,0,200,-999
1,1,1,100,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,196
1,1,1,148,-999
1,0,-999,-999,-999
1,0,-999,-999,252
1,0,-999,-999,332
1,0,-999,-999,224
1,1,1,148,-999
1,0,-999,-999,272
1,1,1,52,-999
1,0,-999,-999,-999
1,0,-999,-999,284
1,0,-999,-999,-999
1,0,-999,-999,256
1,0,-999,-999,220
1,0,-999,-999,-999
1,1,1,52,-999
1,0,-999,-999,-999
1,1,0,152,168
1,1,1,148,-999
1,1,1,52,-999
1,0,-999,-999,-999
1,0,-999,-999,288
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,188
1,0,-999,-999,-999
1,1,0,200,220
1,0,-999,-999,324
1,0,-999,-999,-999
1,1,1,48,-999
1,0,-999,-999,204
1,0,-999,-999,236
1,1,1,100,-999
1,0,-999,-999,344
1,1,1,100,-999
1,0,-999,-999,-999
1,0,-999,-999,304
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,324
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,348
1,0,-999,-999,232
1,0,-999,-999,240
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,232
1,0,-999,-999,-999
1,1,1,100,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,232
1,1,1,48,-999
1,0,-999,-999,-999
1,0,-999,-999,232
1,0,-999,-999,-999
1,0,-999,-999,176
1,1,1,100,-999
1,1,0,148,196
1,0,-999,-999,280
1,1,1,148,-999
1,0,-999,-999,-999
1,1,1,200,-999
1,1,1,200,-999
1,0,-999,-999,-999
1,0,-999,-999,180
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,184
1,1,0,200,180
1,0,-999,-999,244
1,0,-999,-999,192
1,1,0,200,-999
1,0,-999,-999,-999
1,0,-999,-999,280
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,192
1,0,-999,-999,-999
1,1,1,100,-999
1,1,1,100,-999
1,0,-999,-999,508
1,0,-999,-999,264
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,1,0,148,204
1,0,-999,-999,232
1,0,-999,-999,252
1,0,-999,-999,-999
1,1,0,100,-999
1,0,-999,-999,280
1,1,1,148,-999
1,0,-999,-999,292
1,0,-999,-999,176
1,1,0,100,384
1,0,-999,-999,172
1,0,-999,-999,168
1,0,-999,-999,-999
1,1,1,52,-999
1,0,-999,-999,-999
1,1,0,148,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,1,0,48,120
1,0,-999,-999,136
1,1,1,100,-999
1,0,-999,-999,-999
1,1,0,200,240
1,0,-999,-999,188
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,224
1,0,-999,-999,-999
1,0,-999,-999,324
1,0,-999,-999,264
1,0,-999,-999,280
1,0,-999,-999,168
1,1,1,152,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,196
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,216
1,0,-999,-999,268
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,248
1,0,-999,-999,-999
1,0,-999,-999,340
1,0,-999,-999,-999
1,1,1,48,-999
1,1,1,48,-999
1,0,-999,-999,-999
1,0,-999,-999,212
1,1,1,48,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,184
1,0,-999,-999,308
1,1,1,148,-999
1,1,1,100,-999
1,1,1,100,-999
1,0,-999,-999,-999
1,0,-999,-999,324
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,348
1,0,-999,-999,-999
1,0,-999,-999,232
1,0,-999,-999,-999
1,0,-999,-999,292
1,0,-999,-999,-999
1,0,-999,-999,252
1,1,0,200,272
1,0,-999,-999,244
1,0,-999,-999,-999
1,1,1,200,-999
1,1,1,52,-999
1,0,-999,-999,-999
1,0,-999,-999,340
1,0,-999,-999,308
1,1,1,48,-999
1,1,0,152,200
1,1,1,52,-999
1,1,1,200,-999
1,1,1,100,-999
1,1,1,152,-999
1,1,1,100,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,1,1,152,-999
1,0,-999,-999,-999
1,1,1,48,-999
1,0,-999,-999,-999
1,0,-999,-999,280
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,268
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,220
1,0,-999,-999,224
1,1,1,52,-999
1,0,-999,-999,316
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,140
1,1,0,200,220
1,0,-999,-999,148
1,0,-999,-999,292
1,0,-999,-999,196
1,0,-999,-999,236
1,0,-999,-999,276
1,1,1,152,-999
1,1,1,48,-999
1,0,-999,-999,264
1,0,-999,-999,244
1,0,-999,-999,248
1,0,-999,-999,212
1,0,-999,-999,400
1,0,-999,-999,268
1,0,-999,-999,428
1,0,-999,-999,188
1,0,-999,-999,164
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,372
1,0,-999,-999,240
1,0,-999,-999,188
1,1,0,148,212
1,0,-999,-999,288
1,1,0,200,324
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,-999
1,0,-999,-999,280
1,0,-999,-999,172
1,1,0,148,176
1,0,-999,-999,208
1,0,-999,-999,-999
1,0,-999,-999,280
1,0,-999,-999,-999
1,1,1,152,-999
1,0,-999,-999,364
1,1,1,100,-999
1,1,1,100,-999
1,0,-999,-999,256
1,0,-999,-999,-999
1,0,-999,-999,268
1,0,-999,-999,-999
1,0,-999,-999,236
1,0,-999,-999,332
1,0,-999,-999,-999
1,1,1,52,-999
1,0,-999,-999,-999
1,1,0,200,188
1,0,-999,-999,164
1,0,-999,-999,-999
2,0,-999,-999,116
2,0,-999,-999,116
2,0,-999,-999,156
2,0,-999,-999,-999
2,1,1,48,-999
2,0,-999,-999,144
2,0,-999,-999,116
2,0,-999,-999,148
2,0,-999,-999,160
2,0,-999,-999,280
2,0,-999,-999,156
2,1,1,48,-999
2,0,-999,-999,420
2,0,-999,-999,348
2,0,-999,-999,376
2,0,-999,-999,204
2,0,-999,-999,-999
2,0,-999,-999,172
2,1,0,100,188
2,0,-999,-999,-999
2,0,-999,-999,-999
2,0,-999,-999,124
2,1,0,152,148
2,0,-999,-999,176
2,0,-999,-999,248
2,1,0,200,192
2,0,-999,-999,-999
2,0,-999,-999,152
2,0,-999,-999,180
2,0,-999,-999,184
2,0,-999,-999,220
2,1,0,152,160
2,1,0,148,172
2,1,0,100,168
2,0,-999,-999,156
2,0,-999,-999,132
2,1,1,48,-999
2,1,0,52,112
2,1,1,100,-999
2,1,1,200,-999
2,1,0,200,196
2,1,1,100,-999
2,1,1,48,-999
2,1,1,48,-999
2,1,1,152,-999
2,0,-999,-999,-999
2,1,1,100,-999
2,1,0,148,176
2,1,1,48,-999
2,1,1,152,-999
2,0,-999,-999,292
2,0,-999,-999,-999
2,0,-999,-999,-999
2,0,-999,-999,188
2,0,-999,-999,212
2,0,-999,-999,132
2,0,-999,-999,180
2,1,1,152,-999
2,1,0,100,172
2,0,-999,-999,184
2,1,1,200,-999
2,1,1,52,-999
2,0,-999,-999,192
2,0,-999,-999,-999
2,0,-999,-999,360
2,0,-999,-999,204
2,1,1,100,-999
2,1,0,200,196
2,0,-999,-999,160
2,0,-999,-999,140
2,0,-999,-999,-999
2,1,0,148,136
2,0,-999,-999,188
2,0,-999,-999,180
2,0,-999,-999,184
2,0,-999,-999,152
2,0,-999,-999,216
2,1,0,152,140
2,0,-999,-999,204
2,1,1,52,-999
2,0,-999,-999,164
2,0,-999,-999,420
2,0,-999,-999,176
2,1,0,100,124
2,1,1,52,-999
2,0,-999,-999,248
2,1,1,100,-999
2,1,1,48,-999
2,0,-999,-999,200
2,1,0,100,156
2,0,-999,-999,204
2,0,-999,-999,-999
2,1,1,148,-999
2,0,-999,-999,-999
2,1,0,152,224
2,0,-999,-999,-999
2,0,-999,-999,156
2,0,-999,-999,352
2,1,1,204,-999
2,0,-999,-999,304
2,1,1,52,-999
2,1,1,100,-999
2,0,-999,-999,212
2,1,1,52,-999
2,1,0,152,212
2,1,1,100,-999
2,0,-999,-999,276
2,0,-999,-999,540
2,0,-999,-999,292
2,0,-999,-999,348
2,1,1,152,-999
2,1,0,200,216
2,1,0,100,180
2,1,0,148,192
2,1,0,152,176
2,1,0,100,160
2,0,-999,-999,416
2,1,0,200,208
2,0,-999,-999,148
2,0,-999,-999,248
2,0,-999,-999,204
2,1,1,200,-999
2,0,-999,-999,408
2,0,-999,-999,328
2,0,-999,-999,248
2,0,-999,-999,376
2,1,1,52,-999
2,1,1,52,-999
2,1,1,100,-999
2,1,1,100,-999
2,0,-999,-999,156
2,0,-999,-999,244
2,1,1,148,-999
2,1,0,152,212
2,1,1,52,-999
2,0,-999,-999,364
2,0,-999,-999,180
2,0,-999,-999,292
2,1,1,200,-999
2,0,-999,-999,408
2,1,1,52,-999
2,0,-999,-999,324
2,0,-999,-999,248
2,0,-999,-999,176
2,0,-999,-999,204
2,1,0,200,192
2,1,1,52,-999
2,1,0,204,192
2,0,-999,-999,-999
2,1,1,200,-999
2,0,-999,-999,-999
2,1,1,152,-999
2,0,-999,-999,172
2,0,-999,-999,-999
2,0,-999,-999,316
2,0,-999,-999,364
2,0,-999,-999,268
2,1,1,52,-999
2,1,1,100,-999
2,1,1,100,-999
2,1,1,148,-999
2,1,1,52,-999
2,0,-999,-999,324
2,1,0,200,252
2,1,1,100,-999
2,1,1,100,-999
2,0,-999,-999,-999
2,0,-999,-999,420
2,0,-999,-999,-999
2,0,-999,-999,248
2,0,-999,-999,548
2,0,-999,-999,316
2,1,1,48,-999
2,0,-999,-999,-999
2,0,-999,-999,288
2,0,-999,-999,-999
2,1,0,152,192
2,1,0,200,180
2,0,-999,-999,228
2,0,-999,-999,400
2,0,-999,-999,316
2,1,1,100,-999
2,1,0,200,208
2,0,-999,-999,224
2,0,-999,-999,488
2,1,1,100,-999
2,1,1,48,-999
2,0,-999,-999,276
2,0,-999,-999,320
2,0,-999,-999,224
2,1,1,148,-999
2,0,-999,-999,344
2,1,1,148,-999
2,1,1,200,-999
2,0,-999,-999,336
2,0,-999,-999,144
2,0,-999,-999,272
2,0,-999,-999,268
2,1,1,52,-999
2,0,-999,-999,236
2,0,-999,-999,292
2,0,-999,-999,316
2,1,1,152,-999
2,1,1,52,-999
2,1,1,152,-999
2,0,-999,-999,280
2,0,-999,-999,280
2,0,-999,-999,164
2,0,-999,-999,264
2,0,-999,-999,148
2,1,0,100,176
2,0,-999,-999,264
2,0,-999,-999,400
2,0,-999,-999,344
2,1,1,100,-999
2,0,-999,-999,284
2,0,-999,-999,436
2,0,-999,-999,196
2,0,-999,-999,160
2,0,-999,-999,304
2,1,1,52,-999
2,0,-999,-999,324
2,1,0,200,292
2,0,-999,-999,196
2,1,1,200,-999
2,0,-999,-999,380
2,0,-999,-999,236
2,0,-999,-999,300
2,0,-999,-999,188
2,0,-999,-999,320
2,0,-999,-999,180
2,1,0,148,172
2,0,-999,-999,284
2,0,-999,-999,160
2,0,-999,-999,292
2,0,-999,-999,236
2,1,1,152,-999
2,1,1,52,-999
2,1,1,100,-999
2,0,-999,-999,176
2,0,-999,-999,352
2,0,-999,-999,168
2,0,-999,-999,388
2,0,-999,-999,152
2,0,-999,-999,196
2,1,1,100,-999
2,1,1,52,-999
2,0,-999,-999,344
2,0,-999,-999,264
2,1,0,152,160
2,1,1,48,-999
2,0,-999,-999,260
2,0,-999,-999,168
2,0,-999,-999,308
2,0,-999,-999,348
2,0,-999,-999,228
2,1,1,52,-999
2,0,-999,-999,-999
2,0,-999,-999,344
2,0,-999,-999,140
2,1,0,152,172
2,1,0,100,176
2,1,0,200,188
2,0,-999,-999,-999
2,0,-999,-999,160
2,1,0,200,188
2,0,-999,-999,176
2,0,-999,-999,248
2,0,-999,-999,196
2,0,-999,-999,312
2,0,-999,-999,224
2,0,-999,-999,-999
2,1,1,100,-999
2,1,0,148,192
2,0,-999,-999,228
2,0,-999,-999,364
2,0,-999,-999,312
2,0,-999,-999,284
2,0,-999,-999,252
2,1,1,48,-999
2,1,1,200,-999
2,0,-999,-999,256
2,0,-999,-999,196
2,0,-999,-999,208
2,0,-999,-999,184
2,0,-999,-999,220
2,0,-999,-999,220
2,0,-999,-999,172
2,1,1,100,-999
2,1,1,48,-999
2,1,1,100,-999
2,1,1,152,-999
2,0,-999,-999,264
2,1,0,200,228
2,0,-999,-999,176
2,1,1,200,-999
2,0,-999,-999,220
2,0,-999,-999,188
2,0,-999,-999,236
2,0,-999,-999,316
2,0,-999,-999,164
2,1,0,200,216
2,1,0,48,136
2,0,-999,-999,280
2,0,-999,-999,-999
2,1,0,148,176
2,1,0,148,188
2,0,-999,-999,212
2,0,-999,-999,252
2,1,1,100,-999
2,0,-999,-999,200
2,0,-999,-999,180
2,0,-999,-999,196
2,0,-999,-999,244
2,0,-999,-999,140
2,1,0,100,188
2,0,-999,-999,124
2,0,-999,-999,140
2,0,-999,-999,248
2,1,0,100,140
2,0,-999,-999,116
2,1,0,152,176
2,0,-999,-999,220
2,0,-999,-999,300
2,1,0,148,140
2,0,-999,-999,192
2,0,-999,-999,256
2,0,-999,-999,204
2,0,-999,-999,160
2,0,-999,-999,216
2,1,1,52,-999
2,0,-999,-999,304
2,0,-999,-999,-999
2,0,-999,-999,296
2,1,1,100,-999
2,0,-999,-999,180
2,0,-999,-999,216
2,0,-999,-999,132
2,0,-999,-999,216
2,0,-999,-999,476
2,1,0,52,108
2,0,-999,-999,-999
2,0,-999,-999,-999
2,0,-999,-999,136
2,0,-999,-999,-999
2,0,-999,-999,-999
2,0,-999,-999,148
2,0,-999,-999,208
2,0,-999,-999,164
2,0,-999,-999,192
2,0,-999,-999,-999
2,0,-999,-999,172
2,0,-999,-999,160
2,0,-999,-999,148
2,0,-999,-999,152
2,0,-999,-999,168
2,0,-999,-999,140
2,1,0,52,140
2,0,-999,-999,168
2,0,-999,-999,144
2,1,1,48,-999
2,0,-999,-999,240
2,0,-999,-999,180
2,0,-999,-999,260
2,0,-999,-999,152
2,0,-999,-999,192
2,1,1,152,-999
2,1,0,100,196
2,0,-999,-999,124
2,0,-999,-999,316
2,0,-999,-999,176
2,0,-999,-999,-999
2,0,-999,-999,152
2,0,-999,-999,172
2,1,0,152,248
2,0,-999,-999,208
2,0,-999,-999,136
2,0,-999,-999,352
2,1,0,100,148
2,0,-999,-999,156
2,0,-999,-999,288
2,0,-999,-999,184
2,0,-999,-999,320
2,0,-999,-999,304
2,1,1,48,-999
2,1,0,200,184
2,0,-999,-999,-999
2,1,0,148,156
2,0,-999,-999,460
2,0,-999,-999,408
2,0,-999,-999,-999
2,1,0,200,176
2,0,-999,-999,428
2,1,1,52,-999
2,1,1,52,-999
2,1,1,204,-999
2,0,-999,-999,376
2,1,1,100,-999
2,0,-999,-999,192
2,0,-999,-999,272
2,1,1,100,-999
2,0,-999,-999,412
2,0,-999,-999,260
2,0,-999,-999,272
2,0,-999,-999,260
2,0,-999,-999,-999
2,0,-999,-999,-999
2,1,1,152,-999
2,1,1,52,-999
2,0,-999,-999,-999
2,0,-999,-999,292
2,0,-999,-999,216
2,1,0,200,248
2,0,-999,-999,328
2,0,-999,-999,276
2,0,-999,-999,-999
2,1,1,48,-999
2,1,1,100,-999
2,1,1,100,-999
2,1,1,152,-999
2,1,1,152,-999
2,0,-999,-999,316
2,0,-999,-999,-999
2,1,1,48,-999
2,1,1,52,-999
2,1,1,152,-999
2,0,-999,-999,-999
2,1,0,200,240
2,0,-999,-999,288
2,0,-999,-999,320
2,0,-999,-999,264
2,0,-999,-999,348
2,0,-999,-999,332
2,1,1,148,-999
2,1,1,100,-999
2,0,-999,-999,-999
2,0,-999,-999,384
2,0,-999,-999,-999
2,0,-999,-999,176
2,0,-999,-999,396
2,0,-999,-999,388
2,1,1,100,-999
2,1,1,200,-999
2,0,-999,-999,-999
2,1,0,200,228
2,0,-999,-999,168
2,1,1,152,-999
2,0,-999,-999,404
2,0,-999,-999,324
2,0,-999,-999,208
2,0,-999,-999,168
2,0,-999,-999,-999
2,0,-999,-999,260
2,1,1,100,-999
2,0,-999,-999,-999
2,0,-999,-999,276
2,0,-999,-999,368
2,0,-999,-999,-999
2,1,1,52,-999
2,0,-999,-999,-999
2,0,-999,-999,256
2,1,1,52,-999
2,1,0,200,172
2,1,0,152,240
2,0,-999,-999,204
2,1,1,200,-999
2,0,-999,-999,424
2,1,1,200,-999
2,1,1,52,-999
2,1,1,48,-999
2,0,-999,-999,340
2,1,1,100,-999
2,0,-999,-999,-999
2,0,-999,-999,316
2,1,1,100,-999
2,0,-999,-999,520
2,0,-999,-999,292
2,0,-999,-999,-999
2,0,-999,-999,-999
2,0,-999,-999,200
2,1,0,152,196
2,1,0,200,180
2,0,-999,-999,156
2,1,0,100,156
2,1,1,100,-999
2,1,1,48,-999
2,0,-999,-999,336
2,0,-999,-999,212
2,0,-999,-999,420
2,1,1,152,-999
2,1,1,48,-999
2,0,-999,-999,352
2,1,1,148,-999
2,1,1,48,-999
2,0,-999,-999,428
2,1,1,48,-999
2,1,1,148,-999
2,1,1,148,-999
2,1,1,200,-999
2,0,-999,-999,316
2,1,0,204,-999
2,1,1,100,-999
2,0,-999,-999,428
2,0,-999,-999,-999
2,1,0,100,160
2,0,-999,-999,204
2,1,1,48,-999
2,1,1,100,-999
2,0,-999,-999,320
2,0,-999,-999,272
2,0,-999,-999,-999
2,1,1,52,-999
2,1,1,152,-999
2,1,0,200,184
2,0,-999,-999,316
2,1,1,148,-999
2,1,1,200,-999
2,0,-999,-999,-999
2,0,-999,-999,-999
2,0,-999,-999,144
2,1,0,100,184
2,0,-999,-999,240
2,1,1,48,-999
2,1,1,104,-999
2,0,-999,-999,176
2,0,-999,-999,300
2,0,-999,-999,464
2,1,1,52,-999
2,0,-999,-999,-999
2,1,0,148,196
2,1,1,148,-999
2,1,1,52,-999
2,0,-999,-999,368
2,0,-999,-999,480
2,1,1,52,-999
2,1,1,100,-999
2,0,-999,-999,264
2,1,1,200,-999
2,0,-999,-999,352
2,1,1,100,-999
2,1,1,152,-999
2,0,-999,-999,272
2,0,-999,-999,304
2,0,-999,-999,280
2,0,-999,-999,348
2,1,1,148,-999
2,1,0,204,296
2,0,-999,-999,380
2,1,1,100,-999
2,0,-999,-999,312
2,1,1,200,-999
2,0,-999,-999,348
2,1,1,48,-999
2,0,-999,-999,436
2,0,-999,-999,264
2,0,-999,-999,260
2,0,-999,-999,108
2,0,-999,-999,132
2,0,-999,-999,-999
2,0,-999,-999,416
2,0,-999,-999,-999
2,0,-999,-999,292
2,0,-999,-999,288
2,1,1,52,-999
2,0,-999,-999,332
2,1,1,100,-999
2,1,1,152,-999
2,0,-999,-999,272
2,1,1,100,-999
2,0,-999,-999,196
2,1,1,152,-999
2,1,1,100,-999
2,0,-999,-999,304
2,1,1,200,-999
2,1,1,152,-999
2,1,1,200,-999
2,0,-999,-999,-999
2,0,-999,-999,420
2,0,-999,-999,-999
2,0,-999,-999,252
2,1,1,48,-999
2,0,-999,-999,388
2,0,-999,-999,312
2,1,1,52,-999
2,0,-999,-999,312
2,1,1,52,-999
2,1,1,200,-999
2,1,1,200,-999
2,1,1,52,-999
2,0,-999,-999,304
2,0,-999,-999,-999
2,0,-999,-999,-999
2,1,0,100,160
2,0,-999,-999,176
2,0,-999,-999,200
2,0,-999,-999,420
2,0,-999,-999,456
2,0,-999,-999,476
2,1,0,148,196
2,1,0,148,192
2,0,-999,-999,-999
2,0,-999,-999,432
2,0,-999,-999,-999
2,0,-999,-999,152
2,0,-999,-999,204
2,1,0,200,216
2,0,-999,-999,172
2,1,1,100,-999
2,1,1,152,-999
2,0,-999,-999,384
2,1,1,200,-999
2,1,1,100,-999
2,1,1,52,-999
2,1,1,48,-999
2,0,-999,-999,232
2,0,-999,-999,336
2,1,1,148,-999
2,0,-999,-999,-999
2,1,1,148,-999
2,0,-999,-999,332
2,1,1,200,-999
2,0,-999,-999,312
2,0,-999,-999,176
2,0,-999,-999,268
2,0,-999,-999,244
2,1,0,200,288
2,0,-999,-999,172
2,0,-999,-999,328
2,0,-999,-999,240
2,0,-999,-999,236
2,0,-999,-999,176
2,1,1,52,-999
2,0,-999,-999,368
2,1,1,100,-999
2,0,-999,-999,348
2,1,1,48,-999
2,0,-999,-999,332
2,0,-999,-999,300
2,0,-999,-999,292
2,0,-999,-999,192
2,1,0,104,208
2,0,-999,-999,-999
2,0,-999,-999,172
2,0,-999,-999,260
2,0,-999,-999,232
2,0,-999,-999,176
2,0,-999,-999,220
2,0,-999,-999,264
2,0,-999,-999,140
2,0,-999,-999,348
2,0,-999,-999,324
2,1,0,100,176
2,0,-999,-999,164
2,0,-999,-999,276
2,0,-999,-999,300
2,0,-999,-999,252
2,0,-999,-999,388
2,0,-999,-999,440
2,0,-999,-999,164
2,0,-999,-999,212
2,0,-999,-999,192
2,0,-999,-999,200
2,0,-999,-999,220
2,1,1,152,-999
2,0,-999,-999,328
2,0,-999,-999,260
2,1,0,148,196
2,1,0,200,220
2,1,1,48,-999
2,1,1,52,-999
2,0,-999,-999,396
2,1,0,200,252
2,1,0,152,204
2,1,0,100,160
2,0,-999,-999,184
2,0,-999,-999,416
2,0,-999,-999,424
2,0,-999,-999,196
2,0,-999,-999,328
2,1,1,200,-999
2,0,-999,-999,196
2,1,1,52,-999
2,0,-999,-999,228
2,0,-999,-999,332
2,1,0,148,256
2,1,1,52,-999
2,1,1,100,-999
2,0,-999,-999,316
2,1,1,52,-999
2,0,-999,-999,-999
2,0,-999,-999,200
2,0,-999,-999,292
2,0,-999,-999,244
2,0,-999,-999,188
2,0,-999,-999,312
2,1,0,148,-999
2,0,-999,-999,244
2,0,-999,-999,220
2,0,-999,-999,172
2,0,-999,-999,184
2,1,0,200,224
2,0,-999,-999,172
2,1,1,100,-999
2,0,-999,-999,-999
2,1,1,48,-999
2,0,-999,-999,292
2,0,-999,-999,192
2,0,-999,-999,124
2,0,-999,-999,-999
2,1,0,148,160
2,0,-999,-999,340
2,0,-999,-999,-999
2,0,-999,-999,248
2,0,-999,-999,-999
2,1,0,100,180
2,0,-999,-999,372
2,0,-999,-999,232
2,0,-999,-999,216
2,0,-999,-999,292
2,0,-999,-999,328
2,0,-999,-999,-999
2,0,-999,-999,132
2,1,1,52,-999
2,0,-999,-999,272
2,0,-999,-999,276
2,1,1,52,-999
2,0,-999,-999,184
2,1,1,100,-999
2,0,-999,-999,308
2,0,-999,-999,240
2,1,0,200,244
2,0,-999,-999,240
2,0,-999,-999,200
2,1,1,100,-999
2,0,-999,-999,264
2,0,-999,-999,312
2,0,-999,-999,296
2,0,-999,-999,-999
2,1,0,148,140
2,0,-999,-999,136
2,0,-999,-999,180
2,0,-999,-999,-999
2,1,0,152,136
2,1,0,200,232
2,0,-999,-999,192
2,0,-999,-999,120
2,1,1,48,-999
2,0,-999,-999,268
2,1,1,52,-999
2,1,0,200,264
2,0,-999,-999,208
2,0,-999,-999,-999
2,0,-999,-999,312
2,1,1,100,-999
2,1,1,100,-999
2,0,-999,-999,244
2,0,-999,-999,140
2,0,-999,-999,216
2,0,-999,-999,184
2,0,-999,-999,136
2,0,-999,-999,156
2,0,-999,-999,196
2,0,-999,-999,172
2,1,0,148,176
2,0,-999,-999,124
2,1,0,152,160
2,1,1,52,-999
2,1,1,48,-999
2,0,-999,-999,356
2,0,-999,-999,264
2,0,-999,-999,344
2,1,1,100,-999
2,0,-999,-999,180
2,0,-999,-999,276
2,0,-999,-999,248
2,0,-999,-999,184
2,0,-999,-999,-999
2,0,-999,-999,148
2,1,0,100,140
2,1,0,100,152
2,0,-999,-999,152
2,0,-999,-999,116
2,0,-999,-999,184
2,1,1,48,-999
2,0,-999,-999,-999
2,0,-999,-999,228
2,0,-999,-999,-999
2,1,1,200,-999
2,1,0,148,216
2,0,-999,-999,144
2,1,0,200,232
2,0,-999,-999,156
2,1,1,100,-999
2,1,1,152,-999
2,1,1,48,-999
2,0,-999,-999,336
2,0,-999,-999,156
2,0,-999,-999,180
2,1,1,52,-999
2,1,1,100,-999
2,0,-999,-999,176
2,1,1,100,-999
2,1,0,152,-999
2,0,-999,-999,188
2,1,1,148,-999
2,1,1,200,-999
2,1,1,200,-999
2,1,1,100,-999
2,0,-999,-999,-999
2,1,0,200,172
2,0,-999,-999,144
2,0,-999,-999,220
2,0,-999,-999,316
2,1,0,152,148
2,1,1,48,-999
2,0,-999,-999,-999
2,1,0,152,192
2,0,-999,-999,132
2,1,1,52,-999
2,0,-999,-999,184
2,0,-999,-999,172
2,0,-999,-999,184
2,1,1,152,-999
2,1,0,152,-999
2,0,-999,-999,196
2,1,1,200,-999
2,1,1,100,-999
2,0,-999,-999,224
2,1,1,48,-999
2,1,1,100,-999
2,1,1,200,-999
2,0,-999,-999,568
2,1,1,52,-999
2,0,-999,-999,272
2,0,-999,-999,-999
2,1,1,52,-999
2,0,-999,-999,240
2,0,-999,-999,-999
2,0,-999,-999,112
2,0,-999,-999,448
2,1,0,152,200
2,1,0,148,172
2,0,-999,-999,168
2,0,-999,-999,136
2,0,-999,-999,-999
2,1,1,48,-999
2,0,-999,-999,224
2,0,-999,-999,-999
2,1,1,100,-999
2,0,-999,-999,248
2,1,0,148,236
2,0,-999,-999,168
2,0,-999,-999,120
2,0,-999,-999,148
2,1,0,100,148
2,0,-999,-999,180
2,0,-999,-999,228
2,0,-999,-999,168
2,0,-999,-999,124
2,0,-999,-999,176
2,0,-999,-999,168
2,1,0,148,144
2,1,1,52,-999
2,0,-999,-999,160
2,1,0,200,224
2,0,-999,-999,176
2,0,-999,-999,296
2,0,-999,-999,216
2,0,-999,-999,-999
2,0,-999,-999,192
2,0,-999,-999,192
2,0,-999,-999,164
2,0,-999,-999,168
2,0,-999,-999,128
2,0,-999,-999,372
2,0,-999,-999,172
2,0,-999,-999,236
2,0,-999,-999,216
2,0,-999,-999,136
2,1,1,48,-999
2,1,1,100,-999
2,1,1,48,-999
2,0,-999,-999,288
2,1,1,100,-999
2,1,1,200,-999
2,1,1,200,-999
2,1,1,100,-999
2,0,-999,-999,268
2,0,-999,-999,296
2,0,-999,-999,300
2,0,-999,-999,196
2,0,-999,-999,212
2,0,-999,-999,384
